Twitter Search Rule: #BlackHistoryMonth lang:en min_retweets:500						User Details									
Date	Screen Name	Full Name	Tweet Text	Tweet ID	App	Followers	Follows	Retweets	Favorites	Verfied	User Since	Location	Bio	Profile Image	Google Maps
2/5/16	@HillaryClinton	Hillary Clinton	In 1968, Shirley Chisholm became the first African American woman elected to Congress. #BlackHistoryMonth https://t.co/wOmHRbORpw	6.95665E+17	TweetDeck	5331436	579	1519	2446	No	4/9/13	New York, NY	Wife, mom, grandma, women+kids advocate, FLOTUS, Senator, SecState, hair icon, pantsuit aficionado, 2016 presidential candidate. Tweets from Hillary signed â€“H	View	
2/5/16	@GodOfPetty	No Love	May 14,1954 segregation in public schools was declared unconstitutional #BlackHistoryMonth https://t.co/FqdUULm2Rp	6.95672E+17	Twitter for iPhone	16458	6688	714	485	No	1/18/14	in the cut		View	
2/5/16	@NathanZed	Nathan Zed	Black history being made every day, b #BlackHistoryMonth https://t.co/ADm3JEyT2E	6.95741E+17	Twitter for iPhone	143948	1034	6102	6078	No	11/26/11	Peep my likes for best tweets 	on three let's jump off the roof (zedrtp@gmail.com) Ethiopian |#VT19| New YouTube Video Link Below | INSTAGRAM: @NathanZed	View	
2/5/16	@GodOfPetty	No Love	Slavery in america started 1619 in Jamestown , Virginia #BlackHistoryMonth https://t.co/FtlgQmpttj	6.95774E+17	Twitter for iPhone	16458	6688	565	357	No	1/18/14	in the cut		View	
2/6/16	@TheMelaninPlug	#BRONZE	Meet Robert Smalls. #BlackHistoryMonth âœŠðŸ¿âœ¨ #ThingsTheyDidntTeachUs https://t.co/dTRFkEpIHO	6.95871E+17	Twitter for iPhone	24261	4454	1189	1018	No	7/28/15		A page specifically designed for black people and other PoC. Our threads are lit. That'll be all.	View	
2/6/16	@gloed_up	1-800-WOKE-AF	A call of justice shouldn't warrant an appology.' #blacktolive #BlackHistoryMonth https://t.co/mIpGsZMtPq	6.95887E+17	Twitter Web Client	6942	6082	828	662	No	8/11/15	StLouis	No black person is ugly #BRONZE #BlackLivesMatter #BlackToLive	View	
2/6/16	@musicnews_facts	Music News & Facts	All the cast of the music video of 'Formation' by BeyoncÃ© is black except the cops. #BlackHistoryMonth https://t.co/EWAyXs40T3	6.96078E+17	Twitter Web Client	113454	0	2708	2397	No	1/4/15	Not affiliated with any acc	The original and ultimate source of music news and facts. For business/promotion DM or email us at musicnews_facts@outlook.com	View	
2/6/16	@dannyyonce	Danny	Blue= natural BLACK HAIR 2nd pic = Don't Shoot 3rd = Hurricane Katrina 4th = Black Female unity #BlackHistoryMonth https://t.co/WxRLXnjwZw	6.96083E+17	Twitter for Android	8497	681	7510	6221	No	9/12/12		Your one and only source of sweet, organic, tea. Shade & drags added occasionally to suit slaty preferences.	View	
2/6/16	@beyonseh	ï¸hot sauce	y'all ain't catch this in Formation tho #BlackHistoryMonth https://t.co/WGFCdLohTd	6.96088E+17	Twitter Web Client	18460	263	1318	1240	No	7/23/12		pro black, pro beyoncÃ©	View	
2/6/16	@TyreeBP	#BlackHistoryMonth	#Yall: Comb that child's hair Bey: I like my Baby hair wit baby hair and afros.. Happy #BlackHistoryMonth âœŠðŸ¾âœ¨ https://t.co/amjIMdwNQM	6.96088E+17	Twitter for iPhone	4026	701	2068	1637	No	3/20/11	TyreeBP@Gmail.com	Professor | journalist | activist | curator of the next Renaissance | Oh yeah, Erykah Badu follows me.. | Contributor: @BlackVoices â€¢ #Templemade.	View	
2/6/16	@pettyyonceh	.	Blue= natural BLACK HAIR 2nd pic = Don't Shoot 3rd = Hurricane Katrina 4th = Black Female unity #BlackHistoryMonth https://t.co/B0eIfKlmFG	6.96119E+17	Twitter for iPad	2745	422	14660	17430	No	4/27/14		i did not come to play with you hoes i came to slay bitch	View	
2/6/16	@WorIdStarComedy	WORLD STAR FANS	proud family was lit af lmao #blackhistorymonth https://t.co/jk2m648nJL	6.96123E+17	Twitter for iPhone	338659	249335	876	1035	No	7/27/12		NOT Affiliated With @WORLDSTAR or Vine. We Do Not Own The Media That Is Posted, Parody . 18+ Content wscomedybusiness@gmail.com	View	
2/6/16	@WORIDSTARHIPH0P	WSHH FANS	proud family was lit af lmao #blackhistorymonth https://t.co/TRumTyz8ir	6.96123E+17	TweetDeck	848126	318593	1024	1456	No	9/14/14	warning: 18+ content. 	posting the funniest content on the web. we do not own any of the content that is posted. *not affiliated with @worldstar, original parody account*	View	
2/6/16	@beyxcole	slaylexis	Pro Black Artists and their Pro Black Imagery #BlackHistoryMonth https://t.co/CkLzzTt3G8	6.96125E+17	Twitter for iPhone	1307	814	534	399	No	7/31/12	United States	I felt the certain urge to put the rest of my bio inside my pussy #ZQUAD	View	
2/6/16	@HilariousRoasts	Hilarious Roastsâ„¢	proud family was lit af lmao #blackhistorymonth https://t.co/6twahduoar	6.96126E+17	TweetDeck	403478	11891	543	707	No	10/13/14		Twitter's #1 Hilarious Roast Page | Do Not Own Content We Post | Turn on notifications DM for PROMO, Selling RTS or wisconsintwitter1@gmail.com	View	
2/7/16	@TorreySmithWR	Torrey Smith	First African American Quarterback to win the Super Bowl! #blackhistorymonth https://t.co/JPb4QQuHK9	6.96367E+17	Twitter for iPhone	357308	2261	1308	1099	No	10/11/09		VA Boy....UMD GRAD..living life to be defined as something greater than a football player...Chanel's Proud Husband...Father of Torrey Jeremiah Smith..BLESSED	View	
2/7/16	@Jendayi_Dara	Dara Jendayi	My exact words after the video "Don't miss the message" @Beyonce #Formation #BlackHistoryMonth Ladies, Power Up. https://t.co/i7dJOkBHAZ	6.9638E+17	Twitter for Android	1020	342	900	1040	No	2/26/10	Florida Chicago	I alter the world with Art. Most you can wear, A lot you can hear, Some you can see. All you can Feel. #ILoveJendayi [I-Luv-Jen-Die-Ee]	View	
2/7/16	@iKeepItTooReal	Real Tweetsâ„¢	Sandra BlandðŸ‘¼ðŸ¾ðŸ‘‘ would've turned 29 today. happy birthday, we haven't forgotten about you! ðŸ’• #BlackHistoryMonth https://t.co/GtvsK5iNqQ	6.96394E+17	Twitter Web Client	1248008	543822	2901	2278	No	1/28/11	â˜âœˆâ˜1st In Flightâ˜âœˆNCâ˜âœˆâ˜	In a world FULL of LIES I'm still speaking the TRUTH! || #TeamHeat || #PantherNation #KeepPoundingâœŠ is a way of life! ikeepittoorealbusiness@gmail.com	View	
2/7/16	@zekNcashe	Young Black Jesus	Betty white the first white person to dab correctly #BlackHistoryMonth https://t.co/pZbJq8sFMG	6.9647E+17	Twitter Web Client	42219	7355	4317	4197	No	7/17/11	Chilligans island 	Nigga i got full tank of gas and a few groceries bling bling my nigga throw a alley oop watch me finish.	View	
2/7/16	@Yeahmorgs	morgan	BeyoncÃ©'s dancers are dressed like the black panthers this is what this months all about #BlackHistoryMonth https://t.co/5Bm03j4hEL	6.96507E+17	Twitter for iPhone	592	296	9855	11264	No	7/3/13		hhs'16 | dance	View	
2/7/16	@vincestaples	Vince Staples	BeyoncÃ© on her #BlackHistoryMonth I see the vision.	6.96508E+17	Twitter for iPhone	241286	396	1191	1715	No	6/6/09	Long Beach, CA	I get mad cause the world don't understand me. That's the price I had to pay for this rap game. - Lil B	View	
2/7/16	@pettyyonceh	.	little did you know, BeyoncÃ©'s back up dancers dressed as the black panthers #BlackHistoryMonth https://t.co/hcbs0EO5ME	6.96517E+17	Twitter for iPad	2745	422	2179	2567	No	4/27/14		i did not come to play with you hoes i came to slay bitch	View	
2/7/16	@THECAROLDANVERS	â˜­ blige â˜­	it's been lit, happy #BlackHistoryMonth https://t.co/ZXmiGArsb6	6.96541E+17	Twitter for Android	31079	817	628	735	No	11/28/10	she/they â˜­ feminist â˜­ comics	stan twitterâ„¢ hate account	View	
2/8/16	@Dory	Dory	We ain't ever gonna see this again #blackhistorymonth https://t.co/W45J1Fw4dF	6.96721E+17	Twitter for iPhone	1303252	27	1857	5443	No	2/16/13	P. Sherman 42 Wallaby Way 	why be moody when u can shake dat booty *parody* *NOT the official Dory page, not affiliated with @disneypixar* *we own no content posted* dorytweetz@gmail.com	View	
2/8/16	@msdebbieallen	Debbie Allen	Honey, things are heating up at the @WhiteHouse! #DanceAtTheWhiteHouse #BlackHistoryMonth https://t.co/xczxIiFj57	6.96723E+17	Twitter for iPhone	288705	1942	2609	3256	No	4/15/09	Los Angeles, CA	Dancer,Director, Actress, Producer, Writer	View	
2/8/16	@WORLDSTAR	WORLDSTARHIPHOP	We ain't ever gonna see this again #blackhistorymonth https://t.co/7KapnqGEJ6	6.96723E+17	Twitter Web Client	1241430	2495	4045	5189	No	1/6/08	USA	Entertainment and News Media. iOS and Android apps available for download!	View	
2/8/16	@DADancAcademy	DebbieAllenDanceAcad	@msdebbieallen has The @WhiteHouse DANCING today!!!!#DanceAtTheWhiteHouse #BlackHistoryMonth https://t.co/cQzu7A2sCk	6.96728E+17	Twitter for iPhone	4828	1579	716	665	No	1/9/14	Los Angeles, CA	The Debbie Allen Dance Academy (DADA) is a non-profit committed to expanding the reach of dance & theater arts for young people. Founded by @msdebbieallen.	View	
2/8/16	@MichelleHux	yung mamba	this made my heart flutter. I love us. #BlackHistoryMonth https://t.co/7b8dHKYqn4	6.96731E+17	Twitter for iPhone	4377	274	779	628	No	8/9/09	Washington, D.C.	writer â€¢ social & political psychology doctoral student â€¢ extremely private, recklessly candid â€¢ #tinfoilhatbae #blkgradlife #dope	View	
2/8/16	@Revinpinkpumps	Ariel	Debbie Allen is running African dance sessions at the White House!Blackest #BlackHistoryMonth everâœ¨ @msdebbieallen https://t.co/dpPuQQ7x0g	6.96746E+17	Twitter for iPhone	738	567	524	364	No	10/28/10	NJ/NYC	Writer| Editor at: @jawbreakernyc| Black Girl Magic Curator| Beauty Junkie| Social Justice Seeker| Self Love Advocate| Degree In Words & Culture	View	
2/8/16	@reIatabIe	Girl Code	We ain't ever gonna see this again #blackhistorymonth https://t.co/BWIJjahMOF	6.96747E+17	Twitter for iPhone	1438785	27	718	2337	No	12/14/11	Shop Now âž³	Defining the Girl Code in 140 characters or less! Not affiliated with MTV's Girl Code *we do not own any content posted* Inquires; Mei@SunlitDaisy.com	View	
2/8/16	@CommonBlackGirI	Common Black Girl	We ain't ever gonna see this again #blackhistorymonth https://t.co/ksZvJqiknI	6.96771E+17	Buffer	433960	56	1376	2325	No	2/21/13		Original Common Black Girl Account. No content is claimed as our own, credit to owners. Parody. ayntwitter@gmail.com	View	
2/8/16	@WORIDSTARHIPH0P	WSHH FANS	We ain't ever gonna see this again #blackhistorymonth https://t.co/IH0h08hYEF	6.96777E+17	TweetDeck	848126	318593	1024	1650	No	9/14/14	warning: 18+ content. 	posting the funniest content on the web. we do not own any of the content that is posted. *not affiliated with @worldstar, original parody account*	View	
2/8/16	@WorldStarFunny	WORLD STAR FANS	We ain't ever gonna see this again #blackhistorymonth https://t.co/ppvcmnSFfZ	6.96802E+17	Buffer	1290541	444	780	1481	No	1/20/13		FAN and Parody account *We Do NOT Own Any Of The Content Posted* NOT Affiliated With @WORLDSTAR or Vine! Warning:18+ content worldstarf@gmail.com	View	
